Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Kiểu Khuôn Mặt,Chủng Tộc
Đen,Nhỏ,Đen,24,Gãy,Lượn sóng,Mỏng,Rậm,Bẹt,
Xám,Nhỏ,Nâu,22,Lỗ mũi to,Thẳng,Mỏng,Thưa,Ngắn,
Nâu,Nhỏ,Đen,15,Thấp,Thẳng,Mỏng,Thưa,Dài,
Nâu,Nhỏ,Nâu,19,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,Vừa,Nâu,26,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Lam,To,Đen,19,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Lam,Nhỏ,Đen,8,Lỗ mũi to,Lượn sóng,Dày,Thưa,Dài,
Đen,Nhỏ,Đỏ,28,Thấp,Thẳng,Vừa,Thưa,Dô,
Xám,To,Nâu,23,Cao,Thẳng,Dày,Thưa,Dài,
Nâu,Nhỏ,Nâu,22,Thấp,Thẳng,Dày,Thưa,Bẹt,
Đen,To,Nâu,28,Cao,Thẳng,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đỏ,22,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,31,Gãy,Xoăn,Vừa,Thưa,Dài,
Nâu,Nhỏ,Vàng,24,Thấp,Xoăn,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,26,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Đen,27,Lỗ mũi to,Thẳng,Dày,Rậm,Ngắn,
Vàng,Nhỏ,Nâu,27,Cao,Thẳng,Mỏng,Rậm,Ngắn,
Đen,Nhỏ,Đỏ,15,Thấp,Lượn sóng,Vừa,Rậm,Dài,
Đen,Nhỏ,Nâu,21,Thấp,Xoăn,Dày,Thưa,Dài,
Đen,To,Nâu,25,Cao,Thẳng,Vừa,Rậm,Ngắn,
Xám,Nhỏ,Vàng,34,Thấp,Lượn sóng,Mỏng,Rậm,Bẹt,
Đen,Nhỏ,Nâu,30,Gãy,Xoăn,Mỏng,Thưa,Dài,
Nâu,Vừa,Nâu,22,Cao,Thẳng,Vừa,Rậm,Dô,
Nâu,To,Đen,31,Lỗ mũi to,Lượn sóng,Vừa,Rậm,Dô,
Nâu,To,Đen,19,Lỗ mũi to,Thẳng,Dày,Thưa,Dô,
Đen,Nhỏ,Nâu,13,Lỗ mũi to,Xoăn,Vừa,Thưa,Ngắn,
Nâu,To,Đen,26,Gãy,Lượn sóng,Dày,Rậm,Dô,
Nâu,To,Đen,12,Cao,Xoăn,Dày,Rậm,Bẹt,
Lam,Nhỏ,Đen,24,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,Nhỏ,Đen,23,Cao,Thẳng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Đen,24,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Dô,
Nâu,To,Vàng,22,Lỗ mũi to,Xoăn,Vừa,Rậm,Dô,
Đen,Nhỏ,Đen,15,Lỗ mũi to,Thẳng,Vừa,Thưa,Dô,
Đen,To,Vàng,19,Cao,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Đen,19,Lỗ mũi to,Thẳng,Dày,Thưa,Ngắn,
Đen,Nhỏ,Đen,20,Gãy,Thẳng,Vừa,Thưa,Bẹt,
Nâu,To,Đen,16,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Ngắn,
Đen,To,Nâu,23,Thấp,Thẳng,Dày,Rậm,Dài,
Đen,To,Đen,26,Thấp,Xoăn,Dày,Rậm,Dài,
Lam,Nhỏ,Đen,26,Cao,Lượn sóng,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,23,Cao,Xoăn,Vừa,Rậm,Dài,
Đen,To,Nâu,20,Thấp,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,20,Thấp,Lượn sóng,Vừa,Thưa,Dô,
Nâu,To,Nâu,39,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Đen,To,Nâu,6,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,18,Gãy,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,23,Cao,Lượn sóng,Mỏng,Thưa,Ngắn,
Đen,Vừa,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,23,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dô,
Nâu,Nhỏ,Nâu,23,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Lam,To,Nâu,20,Cao,Lượn sóng,Vừa,Rậm,Dài,
Nâu,To,Nâu,23,Thấp,Xoăn,Mỏng,Thưa,Ngắn,
Đen,Nhỏ,Nâu,16,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dài,
Nâu,Nhỏ,Đen,27,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Nâu,Vừa,Nâu,20,Cao,Thẳng,Vừa,Rậm,Dô,
Đen,Nhỏ,Đen,13,Gãy,Lượn sóng,Vừa,Thưa,Bẹt,
Nâu,To,Đen,32,Lỗ mũi to,Xoăn,Mỏng,Rậm,Dài,
Lam,Nhỏ,Vàng,14,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Nâu,To,Đỏ,23,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Vàng,To,Nâu,25,Lỗ mũi to,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Vừa,Nâu,26,Lỗ mũi to,Thẳng,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,16,Lỗ mũi to,Xoăn,Vừa,Thưa,Dài,
Lam,Nhỏ,Đen,31,Cao,Thẳng,Vừa,Rậm,Dô,
Đen,To,Vàng,24,Lỗ mũi to,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,25,Thấp,Lượn sóng,Dày,Rậm,Dài,
Đen,Nhỏ,Nâu,11,Gãy,Xoăn,Vừa,Rậm,Dài,
Nâu,To,Nâu,17,Thấp,Thẳng,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,19,Gãy,Thẳng,Vừa,Rậm,Ngắn,
Xám,Nhỏ,Đen,28,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,33,Cao,Thẳng,Mỏng,Rậm,Ngắn,
Lam,To,Nâu,17,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,28,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,14,Thấp,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,29,Cao,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Đen,13,Gãy,Lượn sóng,Vừa,Thưa,Dô,
Nâu,Nhỏ,Đỏ,20,Cao,Xoăn,Vừa,Thưa,Ngắn,
Xám,Nhỏ,Đen,15,Gãy,Lượn sóng,Vừa,Thưa,Bẹt,
Nâu,To,Nâu,27,Cao,Lượn sóng,Vừa,Rậm,Dài,
Nâu,To,Nâu,24,Gãy,Thẳng,Mỏng,Rậm,Bẹt,
Nâu,To,Nâu,13,Thấp,Thẳng,Vừa,Thưa,Dài,
Đen,To,Nâu,28,Gãy,Xoăn,Dày,Thưa,Dài,
Đen,Nhỏ,Nâu,17,Lỗ mũi to,Xoăn,Vừa,Rậm,Bẹt,
Đỏ,Nhỏ,Nâu,19,Lỗ mũi to,Xoăn,Dày,Thưa,Dài,
Nâu,Nhỏ,Nâu,27,Cao,Thẳng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,15,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Đen,13,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,To,Đen,16,Gãy,Thẳng,Dày,Thưa,Dô,
Nâu,Nhỏ,Nâu,25,Thấp,Thẳng,Vừa,Rậm,Bẹt,
Nâu,Nhỏ,Vàng,18,Cao,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,17,Thấp,Thẳng,Dày,Thưa,Bẹt,
Đen,To,Vàng,14,Cao,Xoăn,Vừa,Thưa,Dài,
Đen,To,Nâu,23,Lỗ mũi to,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,17,Thấp,Xoăn,Dày,Thưa,Bẹt,
Đen,Nhỏ,Đen,21,Cao,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,To,Đen,14,Thấp,Xoăn,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,29,Thấp,Xoăn,Vừa,Rậm,Dô,
Nâu,Nhỏ,Đen,18,Lỗ mũi to,Xoăn,Dày,Rậm,Dài,
Nâu,Nhỏ,Nâu,6,Cao,Xoăn,Mỏng,Thưa,Bẹt,
Lam,To,Đen,14,Lỗ mũi to,Thẳng,Dày,Thưa,Bẹt,
Nâu,To,Nâu,7,Cao,Thẳng,Vừa,Thưa,Dô,
Lam,To,Nâu,10,Gãy,Xoăn,Dày,Rậm,Bẹt,
Nâu,To,Đỏ,23,Gãy,Thẳng,Vừa,Rậm,Dô,
Đen,Vừa,Nâu,18,Cao,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Vàng,26,Gãy,Thẳng,Vừa,Rậm,Bẹt,
Xám,Nhỏ,Nâu,22,Cao,Lượn sóng,Dày,Thưa,Bẹt,
Đen,To,Đen,24,Gãy,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,17,Lỗ mũi to,Xoăn,Mỏng,Rậm,Ngắn,
Đen,To,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Bẹt,
Lam,To,Vàng,23,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Vàng,12,Cao,Thẳng,Mỏng,Rậm,Dài,
Nâu,To,Đỏ,34,Thấp,Thẳng,Dày,Rậm,Dô,
Xám,Nhỏ,Nâu,28,Thấp,Thẳng,Dày,Rậm,Dài,
Đen,To,Nâu,13,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Đen,23,Cao,Xoăn,Mỏng,Rậm,Ngắn,
Xám,Nhỏ,Đỏ,18,Cao,Thẳng,Vừa,Rậm,Bẹt,
Nâu,To,Đen,30,Gãy,Xoăn,Vừa,Thưa,Dài,
Nâu,Vừa,Đen,31,Gãy,Xoăn,Vừa,Rậm,Dô,
Nâu,Nhỏ,Vàng,41,Thấp,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,17,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,22,Thấp,Xoăn,Vừa,Rậm,Ngắn,
Đen,Vừa,Nâu,14,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,25,Gãy,Lượn sóng,Mỏng,Thưa,Dô,
Xám,To,Nâu,16,Cao,Thẳng,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,30,Thấp,Thẳng,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,28,Thấp,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Đen,17,Thấp,Xoăn,Mỏng,Thưa,Dài,
Xám,Nhỏ,Nâu,23,Cao,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,19,Thấp,Thẳng,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,23,Lỗ mũi to,Thẳng,Vừa,Thưa,Ngắn,
Đen,To,Nâu,15,Thấp,Thẳng,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,19,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,15,Lỗ mũi to,Xoăn,Vừa,Thưa,Ngắn,
Đen,To,Đen,26,Thấp,Lượn sóng,Mỏng,Rậm,Ngắn,
Nâu,Nhỏ,Vàng,25,Gãy,Lượn sóng,Mỏng,Thưa,Dô,
Lam,Nhỏ,Nâu,16,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,26,Cao,Thẳng,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Đen,21,Lỗ mũi to,Thẳng,Dày,Rậm,Dài,
Đen,Nhỏ,Nâu,23,Thấp,Thẳng,Mỏng,Thưa,Dài,
Nâu,Nhỏ,Đen,17,Thấp,Thẳng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Nâu,24,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Vàng,19,Gãy,Xoăn,Dày,Thưa,Dô,
Đen,Nhỏ,Đen,27,Thấp,Xoăn,Vừa,Thưa,Dô,
Đen,Vừa,Đen,27,Cao,Xoăn,Mỏng,Thưa,Bẹt,
Nâu,To,Nâu,24,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Đen,28,Thấp,Xoăn,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,26,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,27,Gãy,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,Nhỏ,Đen,32,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,16,Gãy,Lượn sóng,Vừa,Rậm,Ngắn,
Lam,To,Vàng,20,Lỗ mũi to,Thẳng,Dày,Rậm,Bẹt,
Đen,To,Nâu,19,Cao,Thẳng,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Đen,25,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Vàng,12,Gãy,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Nâu,19,Lỗ mũi to,Xoăn,Dày,Thưa,Dô,
Lam,Nhỏ,Nâu,15,Cao,Lượn sóng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,20,Thấp,Thẳng,Dày,Rậm,Ngắn,
Xám,Nhỏ,Vàng,26,Cao,Xoăn,Vừa,Thưa,Dài,
Đen,Nhỏ,Nâu,24,Cao,Thẳng,Vừa,Thưa,Dài,
Đen,To,Nâu,22,Cao,Xoăn,Mỏng,Rậm,Dài,
Nâu,Vừa,Nâu,19,Cao,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,22,Thấp,Lượn sóng,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,25,Lỗ mũi to,Thẳng,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Vàng,24,Thấp,Thẳng,Vừa,Rậm,Bẹt,
Nâu,To,Nâu,27,Lỗ mũi to,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Đỏ,14,Lỗ mũi to,Thẳng,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Đen,30,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,13,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt,
Lam,To,Nâu,27,Thấp,Xoăn,Vừa,Rậm,Dô,
Đen,Nhỏ,Nâu,18,Lỗ mũi to,Xoăn,Dày,Rậm,Dô,
Nâu,Nhỏ,Đen,5,Gãy,Xoăn,Dày,Thưa,Ngắn,
Nâu,To,Đen,11,Thấp,Lượn sóng,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,18,Thấp,Xoăn,Dày,Thưa,Bẹt,
Đen,Nhỏ,Đen,22,Thấp,Lượn sóng,Mỏng,Rậm,Ngắn,
Lam,To,Đen,21,Thấp,Xoăn,Dày,Rậm,Dô,
Nâu,Nhỏ,Nâu,31,Thấp,Lượn sóng,Vừa,Rậm,Dài,
Đen,To,Nâu,24,Lỗ mũi to,Xoăn,Vừa,Thưa,Ngắn,
Đen,Nhỏ,Đen,28,Thấp,Thẳng,Vừa,Thưa,Dài,
Xám,Vừa,Đen,19,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Nâu,19,Lỗ mũi to,Lượn sóng,Dày,Thưa,Ngắn,
Nâu,To,Nâu,26,Lỗ mũi to,Xoăn,Mỏng,Thưa,Ngắn,
Nâu,Nhỏ,Vàng,26,Lỗ mũi to,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Đỏ,29,Thấp,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Nâu,26,Lỗ mũi to,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,21,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Vừa,Đỏ,26,Lỗ mũi to,Lượn sóng,Vừa,Rậm,Ngắn,
Lam,To,Vàng,17,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Đen,To,Đen,28,Thấp,Xoăn,Mỏng,Thưa,Dài,
Vàng,To,Đen,26,Cao,Thẳng,Dày,Rậm,Dô,
Đỏ,Nhỏ,Nâu,16,Cao,Xoăn,Dày,Thưa,Ngắn,
Lam,Nhỏ,Nâu,18,Gãy,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,To,Nâu,20,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Vừa,Đen,14,Gãy,Lượn sóng,Vừa,Thưa,Dô,
Lam,Nhỏ,Đen,16,Thấp,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Đen,12,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Vàng,15,Gãy,Thẳng,Vừa,Rậm,Dô,
Đen,To,Nâu,17,Lỗ mũi to,Xoăn,Mỏng,Rậm,Dài,
Đen,Nhỏ,Nâu,33,Cao,Lượn sóng,Dày,Thưa,Ngắn,
Đen,Nhỏ,Nâu,26,Thấp,Lượn sóng,Vừa,Thưa,Dô,
Nâu,Nhỏ,Đen,15,Thấp,Lượn sóng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Nâu,24,Lỗ mũi to,Thẳng,Dày,Rậm,Dài,
Đen,Nhỏ,Nâu,18,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Nâu,Vừa,Đen,21,Thấp,Thẳng,Mỏng,Rậm,Bẹt,
Nâu,Vừa,Nâu,22,Thấp,Thẳng,Dày,Thưa,Dô,
Nâu,Nhỏ,Nâu,25,Cao,Thẳng,Vừa,Thưa,Bẹt,
Đen,To,Đen,18,Gãy,Thẳng,Dày,Rậm,Dô,
Đen,Nhỏ,Đen,20,Cao,Thẳng,Dày,Thưa,Bẹt,
Đen,Vừa,Nâu,13,Cao,Xoăn,Mỏng,Rậm,Bẹt,
Lam,Nhỏ,Đen,24,Gãy,Thẳng,Vừa,Rậm,Bẹt,
Đen,To,Lam,14,Lỗ mũi to,Xoăn,Mỏng,Rậm,Bẹt,
Đen,Nhỏ,Đen,14,Thấp,Thẳng,Dày,Thưa,Dài,
Nâu,To,Vàng,23,Thấp,Xoăn,Vừa,Thưa,Ngắn,
Nâu,To,Đen,10,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dô,
Lam,To,Đen,14,Lỗ mũi to,Thẳng,Vừa,Thưa,Dài,
Nâu,Nhỏ,Nâu,24,Lỗ mũi to,Thẳng,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,28,Thấp,Xoăn,Dày,Rậm,Dài,
Lam,Nhỏ,Đen,23,Thấp,Lượn sóng,Mỏng,Thưa,Dài,
Đen,Nhỏ,Nâu,11,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Lam,Nhỏ,Vàng,28,Cao,Thẳng,Vừa,Rậm,Dài,
Nâu,Nhỏ,Đen,16,Lỗ mũi to,Xoăn,Vừa,Rậm,Dài,
Lam,To,Nâu,14,Cao,Xoăn,Dày,Rậm,Ngắn,
Nâu,To,Đen,27,Cao,Xoăn,Dày,Rậm,Dài,
Nâu,Nhỏ,Nâu,18,Gãy,Xoăn,Mỏng,Rậm,Dài,
Nâu,To,Đen,14,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,25,Lỗ mũi to,Xoăn,Vừa,Rậm,Dài,
Đen,Nhỏ,Nâu,8,Cao,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Vừa,Nâu,16,Thấp,Thẳng,Dày,Thưa,Bẹt,
Lam,To,Nâu,29,Cao,Lượn sóng,Vừa,Rậm,Bẹt,
Nâu,Vừa,Nâu,16,Cao,Xoăn,Vừa,Rậm,Bẹt,
Lam,Nhỏ,Đen,31,Thấp,Thẳng,Mỏng,Thưa,Dài,
Đen,Nhỏ,Lam,30,Cao,Thẳng,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,16,Thấp,Thẳng,Vừa,Thưa,Dài,
Nâu,To,Nâu,29,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dô,
Nâu,To,Nâu,23,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Lam,Nhỏ,Đen,15,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,To,Nâu,25,Cao,Thẳng,Dày,Rậm,Dài,
Nâu,To,Đen,23,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Đen,To,Đen,21,Cao,Xoăn,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Vàng,24,Cao,Thẳng,Mỏng,Rậm,Dô,
Nâu,Nhỏ,Vàng,8,Thấp,Lượn sóng,Dày,Thưa,Dài,
Xám,To,Nâu,27,Lỗ mũi to,Thẳng,Mỏng,Rậm,Dài,
Đen,Nhỏ,Vàng,25,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,To,Đen,22,Thấp,Thẳng,Dày,Thưa,Bẹt,
Đen,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,17,Thấp,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,18,Gãy,Lượn sóng,Dày,Thưa,Dô,
Lam,Nhỏ,Vàng,10,Lỗ mũi to,Thẳng,Mỏng,Rậm,Bẹt,
Vàng,Nhỏ,Nâu,23,Thấp,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,To,Nâu,13,Lỗ mũi to,Thẳng,Dày,Thưa,Ngắn,
Nâu,To,Nâu,12,Lỗ mũi to,Xoăn,Mỏng,Thưa,Dô,
Vàng,To,Đen,15,Thấp,Lượn sóng,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Nâu,32,Cao,Xoăn,Mỏng,Thưa,Dài,
Nâu,Vừa,Nâu,29,Thấp,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Lam,29,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn,
Lam,Nhỏ,Vàng,14,Lỗ mũi to,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Vàng,19,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,25,Cao,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đỏ,24,Thấp,Thẳng,Dày,Rậm,Dài,
Xám,To,Nâu,25,Thấp,Xoăn,Dày,Thưa,Bẹt,
Nâu,Nhỏ,Đen,22,Cao,Xoăn,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,13,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,To,Đen,24,Gãy,Xoăn,Vừa,Rậm,Ngắn,
Đen,To,Đen,18,Thấp,Lượn sóng,Vừa,Rậm,Bẹt,
Đen,To,Nâu,21,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt,
Đen,Nhỏ,Nâu,17,Thấp,Lượn sóng,Vừa,Rậm,Dô,
Nâu,Nhỏ,Nâu,17,Lỗ mũi to,Xoăn,Vừa,Thưa,Bẹt,
Lam,Nhỏ,Đỏ,25,Cao,Xoăn,Vừa,Rậm,Dô,
Nâu,Nhỏ,Đen,25,Cao,Xoăn,Vừa,Thưa,Dài,
Nâu,Nhỏ,Nâu,19,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Lam,Nhỏ,Đen,28,Thấp,Xoăn,Vừa,Thưa,Ngắn,
Nâu,Nhỏ,Nâu,16,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Đen,Nhỏ,Nâu,22,Gãy,Thẳng,Dày,Thưa,Dài,
Đen,To,Nâu,23,Thấp,Xoăn,Vừa,Thưa,Bẹt,
Nâu,Nhỏ,Đen,9,Gãy,Xoăn,Mỏng,Thưa,Dài,
Đen,To,Nâu,26,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,Nhỏ,Đen,12,Thấp,Xoăn,Mỏng,Thưa,Dô,
Lam,Vừa,Vàng,24,Cao,Thẳng,Vừa,Thưa,Dô,
Nâu,To,Nâu,18,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt,
Nâu,To,Đen,23,Thấp,Xoăn,Mỏng,Thưa,Dô,
Xám,To,Nâu,16,Cao,Xoăn,Mỏng,Rậm,Dô,
Nâu,To,Nâu,24,Cao,Xoăn,Vừa,Thưa,Dài,
Lam,To,Đen,28,Lỗ mũi to,Xoăn,Vừa,Rậm,Bẹt,
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Rậm,Dô,
Vàng,To,Nâu,25,Lỗ mũi to,Lượn sóng,Vừa,Thưa,Bẹt,
Đen,Nhỏ,Nâu,10,Cao,Xoăn,Mỏng,Thưa,Dài,
Xám,Nhỏ,Nâu,29,Thấp,Xoăn,Dày,Rậm,Dô,
Xám,To,Vàng,24,Thấp,Xoăn,Mỏng,Rậm,Dô,
Đen,Nhỏ,Đen,25,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt,
Nâu,Nhỏ,Nâu,26,Gãy,Thẳng,Dày,Thưa,Bẹt,
Lam,Vừa,Nâu,30,Cao,Lượn sóng,Vừa,Thưa,Dài,
Đen,To,Nâu,28,Cao,Xoăn,Vừa,Rậm,Dô,
Vàng,To,Nâu,36,Thấp,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,14,Cao,Lượn sóng,Mỏng,Rậm,Dô,
Nâu,Nhỏ,Nâu,27,Gãy,Thẳng,Vừa,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,21,Gãy,Lượn sóng,Vừa,Rậm,Bẹt,
Đen,Nhỏ,Nâu,27,Cao,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,Nhỏ,Nâu,20,Cao,Thẳng,Mỏng,Rậm,Dô,
Nâu,To,Vàng,37,Gãy,Thẳng,Mỏng,Rậm,Dài,
Nâu,Nhỏ,Nâu,25,Cao,Thẳng,Vừa,Rậm,Dài,
Đen,To,Đen,18,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dô,
Đen,Nhỏ,Đen,17,Thấp,Thẳng,Mỏng,Thưa,Dô,
Đen,Nhỏ,Nâu,31,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn,
Nâu,To,Đen,19,Gãy,Thẳng,Dày,Rậm,Bẹt,
Nâu,Vừa,Nâu,19,Thấp,Xoăn,Vừa,Rậm,Bẹt,
Nâu,To,Đen,28,Lỗ mũi to,Thẳng,Mỏng,Thưa,Dô,
Nâu,Nhỏ,Đen,19,Lỗ mũi to,Thẳng,Dày,Thưa,Dài,
Nâu,Nhỏ,Nâu,13,Thấp,Xoăn,Vừa,Rậm,Dài,
Nâu,Nhỏ,Đen,21,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt,
Nâu,Nhỏ,Nâu,7,Thấp,Lượn sóng,Vừa,Thưa,Dô,
